id;valor_total;area_util;quartos;vagas;valor_condominio;suites;banheiros;piscina;academia;quadra;link;bairro;qtd_dados_bairro;media_idh;expectativa_vida;renda_percapita;estacao_prox;linha_prox;dist;lat;lon
526;189900;32;2;1;180;0;1;0;1;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-tiradentes-zona-leste-sao-paulo-com-garagem-32m2-venda-RS189900-id-2548078273/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";SÃO MATEUS;PRATA;"6822,823684";"-23,5838787";"-46,417548"
734;221110;43;2;1;250;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-guaianases-zona-leste-sao-paulo-com-garagem-43m2-venda-RS221110-id-2614484926/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4682,709841";"-23,5435347";"-46,4254919"
738;219990;43;1;1;300;0;1;1;0;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-guaianases-zona-leste-sao-paulo-com-garagem-43m2-venda-RS219990-id-2616541937/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4579,311123";"-23,5373392";"-46,4268225"
753;219990;43;2;1;300;0;1;1;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-guaianases-zona-leste-sao-paulo-com-garagem-43m2-venda-RS219990-id-2610581288/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4579,311123";"-23,5373392";"-46,4268225"
924;220000;41;2;1;300;0;1;1;1;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-itaquera-zona-leste-sao-paulo-com-garagem-41m2-venda-RS220000-id-2524380092/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3313,918703";"-23,5577993";"-46,4435232"
927;240000;56;2;1;220;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-itaquera-zona-leste-sao-paulo-com-garagem-56m2-venda-RS240000-id-2616777498/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3358,48074";"-23,5431266";"-46,4384555"
928;192000;59;2;1;300;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-itaquera-zona-leste-sao-paulo-com-garagem-59m2-venda-RS192000-id-2574773043/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3487,990355";"-23,5386763";"-46,437414"
933;239000;42;2;0;320;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-itaquera-zona-leste-sao-paulo-42m2-venda-RS239000-id-2582153030/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4097,846445";"-23,5592323";"-46,4356071"
937;290000;46;2;1;300;0;1;1;1;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-itaquera-zona-leste-sao-paulo-com-garagem-46m2-venda-RS290000-id-2580353709/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3441,822684";"-23,5577673";"-46,4420511"
951;280000;72;3;1;372;1;1;1;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-itaquera-zona-leste-sao-paulo-com-garagem-72m2-venda-RS280000-id-2596451166/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4316,97664";"-23,5584977";"-46,4328399"
954;170000;56;2;1;;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-itaquera-zona-leste-sao-paulo-com-garagem-56m2-venda-RS170000-id-2606118976/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"2836,256041";"-23,5450716";"-46,4437146"
1021;230000;41;2;1;200;0;1;1;1;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-41m2-venda-RS230000-id-2526996883/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3313,918703";"-23,5577993";"-46,4435232"
1022;190000;49;2;1;150;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-49m2-venda-RS190000-id-2586533151/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3478,07135";"-23,5389433";"-46,4374787"
1023;143190;40;2;1;270;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-40m2-venda-RS143190-id-2615623294/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"5225,430943";"-23,565542";"-46,4267474"
1024;168000;56;3;1;250;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-56m2-venda-RS168000-id-2586504396/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3922,272225";"-23,5520887";"-46,4343945"
1025;211900;38;2;0;;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-38m2-venda-RS211900-id-2538021539/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4208,961671";"-23,5378635";"-46,4304075"
1026;190000;56;2;1;153;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-56m2-venda-RS190000-id-2567564890/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3120,999515";"-23,5473493";"-46,4412507"
1027;215000;32;2;0;299;0;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-32m2-venda-RS215000-id-2615976602/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4337,182942";"-23,5387296";"-46,4290444"
1028;275000;47;2;1;320;0;1;1;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-47m2-venda-RS275000-id-2572406179/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1029;215210;46;2;1;220;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-46m2-venda-RS215210-id-2615626400/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4783,248697";"-23,5530415";"-46,4259389"
1030;271997;46;2;1;197;0;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-46m2-venda-RS271997-id-2569396206/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3441,822684";"-23,5577673";"-46,4420511"
1031;195039;32;2;1;180;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-32m2-venda-RS195039-id-2533496221/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4983,959769";"-23,5774431";"-46,4407365"
1032;300000;47;2;1;300;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-47m2-venda-RS300000-id-2613521732/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1033;310000;46;2;1;200;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-46m2-venda-RS310000-id-2613521110/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1034;170000;48;2;1;230;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-48m2-venda-RS170000-id-2605187707/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3857,583939";"-23,5473927";"-46,43395"
1035;170000;48;2;1;;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-48m2-venda-RS170000-id-2605180307/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3857,583939";"-23,5473927";"-46,43395"
1036;179130;56;1;1;150;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-56m2-venda-RS179130-id-2615622113/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3029,492405";"-23,5474322";"-46,4421785"
1039;169150;52;2;1;220;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-52m2-venda-RS169150-id-2615623738/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4783,248697";"-23,5530415";"-46,4259389"
1040;300000;47;2;1;300;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-47m2-venda-RS300000-id-2613520763/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1041;190000;36;2;0;100;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-36m2-venda-RS190000-id-2578420039/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";SÃO MATEUS;PRATA;"6731,327576";"-23,5844344";"-46,4182459"
1042;128000;50;2;1;150;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-50m2-venda-RS128000-id-2586024757/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"5795,764051";"-23,5710157";"-46,4238208"
1043;300000;63;3;1;550;1;2;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-63m2-venda-RS300000-id-2613516274/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1044;199000;26;1;0;;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jose-bonifacio-zona-leste-sao-paulo-26m2-venda-RS199000-id-2585108740/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3686,840635";"-23,5513114";"-46,4365529"
1045;350000;70;3;1;596;1;2;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-70m2-venda-RS350000-id-2613517485/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1046;350000;70;3;1;596;1;2;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-70m2-venda-RS350000-id-2613516439/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1047;319000;46;2;1;200;0;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-46m2-venda-RS319000-id-2598153257/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3441,822684";"-23,5577673";"-46,4420511"
1048;216062;35;2;0;300;0;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-35m2-venda-RS216062-id-2573484443/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4208,961671";"-23,5378635";"-46,4304075"
1049;212001;53;2;1;240;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-53m2-venda-RS212001-id-2534809257/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3686,840635";"-23,5513114";"-46,4365529"
1050;325000;55;3;1;280;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-55m2-venda-RS325000-id-2613516351/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"4010,720431";"-23,5596551";"-46,4368135"
1051;170000;56;2;1;150;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-56m2-venda-RS170000-id-2553572344/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3729,588363";"-23,5415763";"-46,434821"
1052;164660;48;2;1;120;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-48m2-venda-RS164660-id-2609654024/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3419,60132";"-23,5556485";"-46,4410968"
1053;150000;46;2;1;130;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-bonifacio-zona-leste-sao-paulo-com-garagem-46m2-venda-RS150000-id-2605187598/;JOSE BONIFACIO;36;"0,697181818";"72,75181818";"559,6681818";CORINTHIANS-ITAQUERA;VERMELHA;"3833,092204";"-23,5446966";"-46,4338809"
269;245000;56;2;2;411;1;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-limpo-zona-sul-sao-paulo-com-garagem-56m2-venda-RS245000-id-2574604551/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"1238,792467";"-23,6550374";"-46,7487027"
283;230000;54;2;1;390;1;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-limpo-zona-sul-sao-paulo-com-garagem-54m2-venda-RS230000-id-2545466278/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1491,635385";"-23,654923";"-46,7429663"
1317;280000;60;2;1;600;0;2;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-60m2-venda-RS280000-id-2428265398/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"697,1989539";"-23,648974";"-46,752411"
1318;300000;55;2;1;250;1;2;1;1;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-55m2-venda-RS300000-id-2603458380/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"540,0827754";"-23,6485339";"-46,7323167"
1319;240000;50;2;1;400;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-50m2-venda-RS240000-id-1038146083/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1508,2029";"-23,6552905";"-46,7426819"
1320;264000;40;2;1;350;1;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-40m2-venda-RS264000-id-2613046800/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"785,3285854";"-23,6472286";"-46,7274875"
1321;245900;38;2;0;280;0;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-38m2-venda-RS245900-id-2577046445/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"540,0827754";"-23,6485339";"-46,7323167"
1322;285000;64;2;1;424;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-64m2-venda-RS285000-id-2612999113/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1477,457471";"-23,6573007";"-46,7358927"
1323;219900;39;2;0;;0;1;1;1;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-39m2-venda-RS219900-id-2616510612/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"68,63349777";"-23,6444252";"-46,7338372"
1324;480180;67;2;2;490;1;2;1;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-67m2-venda-RS480180-id-2616602200/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";VILA DAS BELEZAS;LILAS;"1114,27096";"-23,6505323";"-46,7456416"
1325;235000;54;2;1;410;0;1;1;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-54m2-venda-RS235000-id-2607613522/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"823,7575278";"-23,6513756";"-46,7330562"
1326;215000;53;2;1;350;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-53m2-venda-RS215000-id-1040515157/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1508,2029";"-23,6552905";"-46,7426819"
1327;290000;62;2;1;471;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-62m2-venda-RS290000-id-2583203961/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"1038,066159";"-23,6517702";"-46,7493652"
1328;245000;55;2;1;390;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-55m2-venda-RS245000-id-2511223723/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1474,712721";"-23,654954";"-46,7426334"
1329;230000;55;2;1;430;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-55m2-venda-RS230000-id-2571047269/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1474,712721";"-23,654954";"-46,7426334"
1330;270000;48;2;1;400;0;1;1;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-48m2-venda-RS270000-id-84033648/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"1157,015106";"-23,6533046";"-46,748682"
1331;165000;36;2;1;290;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-36m2-venda-RS165000-id-2582509136/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";SANTO AMARO;LILAS;"2030,410905";"-23,6616272";"-46,7400763"
1332;380000;68;3;1;515;1;2;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-68m2-venda-RS380000-id-2613332386/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1616,296825";"-23,656399";"-46,7427772"
1333;421152;50;2;0;;1;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-50m2-venda-RS421152-id-2616276846/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"482,8296843";"-23,6471985";"-46,7311035"
1334;275000;44;2;1;450;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-44m2-venda-RS275000-id-2576626393/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"823,7575278";"-23,6513756";"-46,7330562"
1335;270000;47;2;1;175;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-47m2-venda-RS270000-id-2550212284/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"977,7339844";"-23,6494631";"-46,741918"
1336;290000;52;2;1;;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-52m2-venda-RS290000-id-2601733482/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"651,8827622";"-23,6497171";"-46,7360286"
1337;270000;70;2;1;;0;1;0;1;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-70m2-venda-RS270000-id-93436190/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1585,352741";"-23,6560509";"-46,7428058"
1338;315900;55;2;1;300;1;1;1;1;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-55m2-venda-RS315900-id-2591927616/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"540,0827754";"-23,6485339";"-46,7323167"
1340;230000;50;2;1;;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-50m2-venda-RS230000-id-2613814899/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1508,2029";"-23,6552905";"-46,7426819"
1341;299500;71;3;1;650;1;2;0;0;1;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-71m2-venda-RS299500-id-2571416755/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";SANTO AMARO;LILAS;"2030,410905";"-23,6616272";"-46,7400763"
1342;317000;42;2;0;150;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-42m2-venda-RS317000-id-2615782409/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"384,8222039";"-23,6454896";"-46,7377856"
1343;312000;53;3;1;300;0;2;1;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-53m2-venda-RS312000-id-2616360695/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";SANTO AMARO;LILAS;"1467,965774";"-23,6664715";"-46,7297636"
1344;240000;59;3;1;400;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-59m2-venda-RS240000-id-2550212705/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"881,2204254";"-23,6552856";"-46,7533473"
1345;258000;54;2;1;300;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-54m2-venda-RS258000-id-2567390837/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1508,2029";"-23,6552905";"-46,7426819"
1346;250000;54;2;1;360;0;1;0;0;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-54m2-venda-RS250000-id-1706995479/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"1508,2029";"-23,6552905";"-46,7426819"
1347;316000;38;2;1;10;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-38m2-venda-RS316000-id-2603941082/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";GIOVANNI GRONCHI;LILAS;"540,0827754";"-23,6485339";"-46,7323167"
1348;250000;58;2;1;400;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-58m2-venda-RS250000-id-2599557162/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"1577,288411";"-23,6547314";"-46,7448647"
1349;285000;62;2;1;471;0;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-62m2-venda-RS285000-id-2583203477/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAMPO LIMPO;LILAS;"1038,066159";"-23,6517702";"-46,7493652"
1373;250000;45;1;1;385;1;1;0;0;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-angela-zona-sul-sao-paulo-com-garagem-45m2-venda-RS250000-id-2565407301/;JARDIM SAO LUIS;33;"0,76296875";"75,7309375";"1137,373125";CAPÃO REDONDO;LILAS;"2609,777873";"-23,6755859";"-46,7497143"
